ID,Name,Stoichiometry,Enzyme,Rate law,Rate parameters,Type
Transcription_TU_305,Transcription (MG_427),130 ATP + 78 CTP + 73 GTP + 145 UTP + 1 H2O -> 1 TU_305 + 426 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_305*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_305 = 0.001562,transcription
Transcription_TU_306,Transcription (MG_428),165 ATP + 84 CTP + 59 GTP + 208 UTP + 1 H2O -> 1 TU_306 + 516 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_306*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_306 = 0.002632,transcription
Transcription_TU_307,Transcription (MG_429 - MG_431),1297 ATP + 667 CTP + 544 GTP + 1465 UTP + 1 H2O -> 1 TU_307 + 3973 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_307*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_307 = 0.003184,transcription
Transcription_TU_308,Transcription (MG_432),481 ATP + 184 CTP + 164 GTP + 368 UTP + 1 H2O -> 1 TU_308 + 1197 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_308*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_308 = 0.002632,transcription
Transcription_TU_309,Transcription (MG_433),256 ATP + 149 CTP + 95 GTP + 397 UTP + 1 H2O -> 1 TU_309 + 897 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_309*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_309 = 0.003748,transcription
Transcription_TU_310,Transcription (MG_434),239 ATP + 118 CTP + 104 GTP + 271 UTP + 1 H2O -> 1 TU_310 + 732 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_310*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_310 = 0.002984,transcription
Transcription_TU_311,Transcription (MG_435),152 ATP + 82 CTP + 71 GTP + 247 UTP + 1 H2O -> 1 TU_311 + 552 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_311*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_311 = 0.004300,transcription
Transcription_TU_312,Transcription (MG_437),482 ATP + 197 CTP + 162 GTP + 353 UTP + 1 H2O -> 1 TU_312 + 1194 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_312*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_312 = 0.002708,transcription
Transcription_TU_313,Transcription (MG_438),361 ATP + 199 CTP + 151 GTP + 441 UTP + 1 H2O -> 1 TU_313 + 1152 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_313*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_313 = 0.002632,transcription
Transcription_TU_314,Transcription (MG_439),285 ATP + 130 CTP + 107 GTP + 297 UTP + 1 H2O -> 1 TU_314 + 819 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_314*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_314 = 0.002632,transcription
Transcription_TU_315,Transcription (MG_440 - MG_441),482 ATP + 194 CTP + 158 GTP + 496 UTP + 1 H2O -> 1 TU_315 + 1330 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_315*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_315 = 0.002632,transcription
Transcription_TU_316,Transcription (MG_442 - MG_443),734 ATP + 293 CTP + 259 GTP + 686 UTP + 1 H2O -> 1 TU_316 + 1972 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_316*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_316 = 0.002632,transcription
Transcription_TU_317,Transcription (MG_444 - MG_446),407 ATP + 244 CTP + 164 GTP + 511 UTP + 1 H2O -> 1 TU_317 + 1326 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_317*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_317 = 0.001918,transcription
Transcription_TU_318,Transcription (MG_447),667 ATP + 225 CTP + 215 GTP + 537 UTP + 1 H2O -> 1 TU_318 + 1644 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_318*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_318 = 0.002632,transcription
Transcription_TU_319,Transcription (MG_448),142 ATP + 79 CTP + 69 GTP + 163 UTP + 1 H2O -> 1 TU_319 + 453 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_319*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_319 = 0.001885,transcription
Transcription_TU_320,Transcription (MG_449),232 ATP + 118 CTP + 77 GTP + 259 UTP + 1 H2O -> 1 TU_320 + 686 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_320*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_320 = 0.002706,transcription
Transcription_TU_321,Transcription (MG_450 - MG_451),625 ATP + 414 CTP + 321 GTP + 697 UTP + 1 H2O -> 1 TU_321 + 2057 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_321*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_321 = 0.002152,transcription
Transcription_TU_322,Transcription (MG_452 - MG_453),585 ATP + 251 CTP + 227 GTP + 586 UTP + 1 H2O -> 1 TU_322 + 1649 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_322*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_322 = 0.002506,transcription
Transcription_TU_323,Transcription (MG_454),161 ATP + 71 CTP + 65 GTP + 171 UTP + 1 H2O -> 1 TU_323 + 468 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_323*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_323 = 0.001562,transcription
Transcription_TU_324,Transcription (MG_455),368 ATP + 181 CTP + 144 GTP + 498 UTP + 1 H2O -> 1 TU_324 + 1191 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_324*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_324 = 0.005798,transcription
Transcription_TU_325,Transcription (MG_456),349 ATP + 143 CTP + 133 GTP + 380 UTP + 1 H2O -> 1 TU_325 + 1005 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_325*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_325 = 0.002632,transcription
Transcription_TU_326,Transcription (MG_457),650 ATP + 416 CTP + 314 GTP + 729 UTP + 1 H2O -> 1 TU_326 + 2109 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_326*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_326 = 0.005273,transcription
Transcription_TU_327,Transcription (MG_458),189 ATP + 88 CTP + 74 GTP + 177 UTP + 1 H2O -> 1 TU_327 + 528 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_327*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_327 = 0.001855,transcription
Transcription_TU_328,Transcription (MG_459),161 ATP + 89 CTP + 63 GTP + 197 UTP + 1 H2O -> 1 TU_328 + 510 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_328*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_328 = 0.002632,transcription
Transcription_TU_329,Transcription (MG_460),290 ATP + 190 CTP + 125 GTP + 334 UTP + 1 H2O -> 1 TU_329 + 939 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_329*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_329 = 0.001122,transcription
Transcription_TU_330,Transcription (MG_461 - MG_462),907 ATP + 422 CTP + 375 GTP + 1009 UTP + 1 H2O -> 1 TU_330 + 2713 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_330*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_330 = 0.003390,transcription
Transcription_TU_331,Transcription (MG_463 - MG_465),802 ATP + 359 CTP + 336 GTP + 791 UTP + 1 H2O -> 1 TU_331 + 2288 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_331*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_331 = 0.003809,transcription
Transcription_TU_332,Transcription (MG_466),34 ATP + 31 CTP + 29 GTP + 53 UTP + 1 H2O -> 1 TU_332 + 147 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_332*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_332 = 0.002589,transcription
Transcription_TU_333,Transcription (MG_467 - MG_468),2130 ATP + 996 CTP + 947 GTP + 2218 UTP + 1 H2O -> 1 TU_333 + 6291 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_333*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_333 = 0.002632,transcription
Transcription_TU_334,Transcription (MG_526),271 ATP + 136 CTP + 117 GTP + 331 UTP + 1 H2O -> 1 TU_334 + 855 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_334*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_334 = 0.002632,transcription
Transcription_TU_335,Transcription (MG_469 - MG_470),887 ATP + 405 CTP + 378 GTP + 1096 UTP + 1 H2O -> 1 TU_335 + 2766 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_335*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_335 = 0.004367,transcription
